"Country","State.Region","City","Meetup","Twitter","Email","Facebook","Instagram","LinkedIn","Periscope","Youtube","GitHub","Website","Slack","Current_Organizers","Former_Organizers","Status"
"Germany",NA,"Goettingen","https://www.meetup.com/de-DE/rladies-gottingen/","https://twitter.com/RLadiesGoe","goettingen@rladies.org",NA,NA,NA,NA,NA,"https://github.com/rladies/meetup-presentations_goettingen",NA,"https://r-ladiesgttingen.slack.com","Annika Ziereis, Neele Engelmann, Laura Julava",NA,"Active"
"Germany",NA,"Heidelberg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anna Stepanova",NA,"Prospective"
"Germany",NA,"Leipzig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Deisy Gysi",NA,"Prospective"
"Germany",NA,"Marburg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Glenda Mendieta",NA,"Prospective"
"Germany",NA,"Munich","https://www.meetup.com/rladies-munich/","https://twitter.com/RLadiesMunich","munich@rladies.org","https://www.facebook.com/RLadiesMunich/",NA,NA,NA,NA,"https://github.com/rladies/meetup-presentations_munich",NA,NA,"Daloha Rodriguez-Molina, Pamela Raquel Matias Garcia, Dan Huang, Choi Wai Maggie Chak",NA,"Retired on 04-04-2020"
"Germany",NA,"M<fc>nster",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Iris Morgenstern, Thi Sam To",NA,"Prospective"
"Germany",NA,"Stuttgart",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paula Gonzalez",NA,"Prospective"
"Germany","Hessen","Frankfurt","https://www.meetup.com/rladies-frankfurt/","https://twitter.com/RLadiesFRA","frankfurt@rladies.org",NA,NA,NA,NA,NA,"https://github.com/rladies/meetup-presentations_frankfurt",NA,NA,"Sandra Pintor, Myriam Traub, Lara Vivian, Natalie Filmann",NA,"Active"
"Ghana",NA,"Accra","https://www.meetup.com/rladies-accra/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Benedicta Essuon Akaribo",NA,"Active"
"Greece",NA,"Athens","https://www.meetup.com/rladies-athens-gr/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evangelia Balatsou",NA,"Active"
"Greece",NA,"Thessaloniki","https://www.meetup.com/rladies-thessaloniki/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Danjela Lura",NA,"Active"
"Hong Kong",NA,"Hong Kong","https://www.meetup.com/rladies-hong-kong/",NA,"hongkong@rladies.org",NA,NA,NA,NA,NA,NA,NA,NA,"Gabriela Mour<e3>o",NA,"Retired on 29-09-2019"
"Hungary",NA,"Budapest","https://www.meetup.com/rladies-budapest/","https://twitter.com/RLadiesBudapest","budapest@rladies.org","https://www.facebook.com/RLadiesBudapest/",NA,NA,NA,NA,"https://github.com/rladies/meetup-presentations_budapest",NA,NA,"<c1>gnes Sal<e1>nki, Eszter Windhager-Pokol, Zsuzsanna Szab<f3>, Rita Klein, Berta B<f6>jte, Gerda Luk<e1>csn<e9> Szab<f3>",NA,"Active"
"India",NA,"Hyderabad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Swetha Jegannathan",NA,"Prospective"
"India","Delhi","New Delhi","https://www.meetup.com/rladies-new-delhi/","https://twitter.com/newdelhirladies","newdelhi@rladies.org","https://www.facebook.com/RLadies-Delhi-111066293606859",NA,NA,NA,NA,NA,NA,NA,"Anukriti Gupta, Riya Gupta",NA,"Active"
"India","Karnataka","B G Nagar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Divya Gowda",NA,"Prospective"
"India","Karnataka","Bangalore","https://www.meetup.com/rladies-bangalore/",NA,"bangalore@rladies.org",NA,NA,NA,NA,NA,NA,NA,NA,"Adithi Upadhya, Aparna Bindu, Muthumari S, Diksha Chawla, Pragati Parikh, Smruthi R, Shefali Lokesh, Radha Subramanian, Dincy Mariyam",NA,"Active"
"India","Maharashtra","Mumbai","https://www.meetup.com/rladies-mumbai",NA,"mumbai@rladies.org",NA,NA,NA,NA,NA,NA,NA,NA,"Heena Bhagat, Manasi Mahadik",NA,"Active"
"India","Maharashtra","Pune","https://www.meetup.com/rladies-pune/","https://twitter.com/RladiesPune","pune@rladies.org",NA,NA,NA,NA,NA,"https://github.com/rladies/meetup-presentations_pune",NA,NA,"Disha Patil, Saranjeet Kaur",NA,"Active"
"India","Tamil Nadu","Chennai","https://www.meetup.com/rladies-chennai/","https://twitter.com/RLadiesChennai","chennai@rladies.org",NA,NA,NA,NA,NA,"https://github.com/rladies/meetup-presentations_chennai",NA,NA,"Praveena Mathews",NA,"Active"
"India","Tamil Nadu","Tiruchirappalli","https://www.meetup.com/rladies-tiruchirappalli/","https://twitter.com/RLadiesTrichy","trichy@rladies.org",NA,NA,NA,NA,NA,NA,NA,NA,"Janani Selvaraj",NA,"Retired on 04-04-2020"
"India","Telangana","Hyderabad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Varnitha Kurli Reddy, Radhika Garimella",NA,"Prospective"
"India","West Bengal","Kolkata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A. Mani",NA,"Prospective"
"Indonesia",NA,"Banda Aceh","https://www.meetup.com/rladies-banda-aceh/",NA,"bandaaceh@rladies.org",NA,NA,NA,NA,NA,NA,NA,NA,"Salsabila Mahdi",NA,"Active"
"Indonesia",NA,"Bandung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Novi Tri Astutiningsih",NA,"Prospective"
"Indonesia",NA,"Bogor","https://www.meetup.com/rladies-bogor/",NA,"bogor@rladies.org",NA,NA,NA,NA,NA,NA,NA,NA,"Sabhrina Aninta, Sheherazade, Ulfah Mardhiah",NA,"Active"
"Indonesia",NA,"Jakarta","https://www.meetup.com/rladies-jakarta/",NA,"jakarta@rladies.org",NA,NA,NA,NA,NA,"https://github.com/rladies/meetup-presentations_jakarta",NA,NA,"Erika Siregar",NA,"Active"
"Iran",NA,"Orumiyeh","https://www.meetup.com/rladies-orumiyeh/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nasrin Fathollahzadeh Attar",NA,"Active"
"Ireland",NA,"Dublin","https://www.meetup.com/rladies-dublin/","https://twitter.com/RLadiesDublin","dublin@rladies.org",NA,NA,NA,NA,NA,"https://github.com/rladies/meetup-presentations_dublin",NA,NA,"Jo Nie_",NA,"Active"
"Israel",NA,"Tel Aviv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ayala Allon",NA,"Prospective"
"Italy",NA,"Bari","https://www.meetup.com/rladies-bari/","https://twitter.com/RladiesBari","bari@rladies.org","https://www.facebook.com/rladiesbari/",NA,NA,NA,NA,"https://github.com/rladies/meetup-presentations_bari",NA,NA,"Giovanna de Vincenzo, Francesca Lamontanara",NA,"Active"
"Italy",NA,"Bolzano",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Damia Noce",NA,"Prospective"
"Italy",NA,"Milan","https://www.meetup.com/rladies-milan/","https://twitter.com/RLadiesMilan","milan@rladies.org",NA,NA,NA,NA,NA,"https://github.com/rladies/meetup-presentations_milan",NA,NA,"Parvaneh Shafiei",NA,"Active"
"Italy",NA,"Palermo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Micaela Arcaio",NA,"Prospective"
"Italy",NA,"Pisa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nicoletta Simi",NA,"Prospective"
"Italy",NA,"Rome","https://www.meetup.com/rladies-rome/",NA,"rome@rladies.org",NA,NA,NA,NA,NA,NA,NA,NA,"Federica Gazzelloni","Nina Deliu","Active"
"Italy",NA,"Trento",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Teresa Del Bianco",NA,"Prospective"
"Italy",NA,"Trieste",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jana Hasen<e4>cker",NA,"Prospective"
"Japan",NA,"Okinawa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Margaret Mars Brisbin",NA,"Prospective"
"Kenya",NA,"Kisumu City",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Frida Oyucho",NA,"Prospective"
"Kenya",NA,"Nairobi","https://www.meetup.com/rladies-nairobi/",NA,"nairobi@rladies.org",NA,NA,"https://www.linkedin.com/in/r-ladies-nairobi-2572841b3/",NA,NA,NA,NA,NA,"Lucy Njoki, Maggie Wanjiru, Faith Musili, Shelmith Kariuki",NA,"Active"
"Kenya",NA,"Nakuru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Immaculate Kathomi",NA,"Prospective"
"Kyrgyzstan",NA,"Bishkek",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Razia Abdieva",NA,"Prospective"
"Lebanon",NA,"Beirut",NA,"https://twitter.com/RLadiesBEY","beirut@rladies.org",NA,NA,NA,NA,NA,NA,NA,NA,"Sondos Atwi",NA,"Prospective"
"Luxembourg",NA,"Luxembourg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Claudia Albanese, Irma Karabegovic",NA,"Prospective"
"Malaysia",NA,"Kuala Lumpur",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anuradha Yerukola",NA,"Prospective"
"Malawi",NA,"Blantyre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Angeziwa Chirambo",NA,"Prospective"
"Mexico",NA,"Aguascalientes","https://www.meetup.com/rladies-aguascalientes/",NA,"aguascalientes@rladies.org",NA,NA,NA,NA,NA,NA,NA,NA,"Regina Isabel Medina, Yadira Peralta",NA,"Active"
"Mexico",NA,"Campeche",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cecilia Escalante",NA,"Prospective"
"Mexico",NA,"Ciudad Obreg<f3>n","https://www.meetup.com/rladies-ciudad-obregon/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rub<ed> Navarro",NA,"Active"
"Mexico",NA,"Chiapas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cristina Alex, Anah<ed> Canedo, Mirna V<e1>zquez Rosas Landa, Cristina Dominguez Mendoza",NA,"Prospective"
"Mexico",NA,"Chihuahua",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Denisse Chacon",NA,"Prospective"
"Mexico","Colima","Colima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SALDA<d1>A ZEPEDA DAYNA PRISCILA",NA,"Prospective"
"Mexico",NA,"Cuernavaca","https://www.meetup.com/rladies-cuernavaca/","https://twitter.com/RLadiesCuerna","cuernavaca@rladies.org",NA,NA,NA,NA,NA,NA,NA,NA,"Joselyn Chavez, Ver<f3>nica Jim<e9>nez Jacinto, Leticia Vega Alvarado, Elizabeth Ernestina Godoy Lozano, Aurora Labastida",NA,"Active"
"Mexico",NA,"Guadalajara","https://www.meetup.com/rladies-guadalajara/",NA,"guadalajara@rladies.org",NA,NA,NA,NA,NA,NA,NA,NA,"Nancy Manzo, Paola Manzo, Agostina Porto",NA,"Active"
"Mexico","Baja California Sur","La Paz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arelly Ornelas Vargas",NA,"Prospective"
"Mexico",NA,"Mexico City","https://www.meetup.com/rladies-cdmx/","https://twitter.com/RLadiesCDMX","cdmx@rladies.org","https://www.facebook.com/rladiescdmx",NA,NA,NA,NA,"https://github.com/rladies/meetup-presentations_CDMX",NA,"rladiescdmx.slack.com","Silvia Eunice Guti<e9>rrez de la Torre, Maria Ortiz, Mariana Carmona, Mariana Godina",NA,"Active"
"Mexico",NA,"Monterrey","https://www.meetup.com/rladies-monterrey/",NA,"monterrey@rladies.org",NA,NA,NA,NA,NA,NA,NA,NA,"Juana Martinez, Verenice Amante",NA,"Active"
"Mexico",NA,"Morelia","https://www.meetup.com/rladies-morelia/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nelly Selem, Irais Avila Eulogio, Thomai Tsiftsi",NA,"Active"
"Mexico",NA,"Nezahualcoyotl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Irene Lopez, Elisa M<e1>rquez Zavala, Citlali Gil Aguillon",NA,"Prospective"
"Mexico",NA,"Pachuca","https://www.meetup.com/rladies-pachuca/","https://twitter.com/RLadiesPachuca","pachuca@rladies.org",NA,NA,NA,NA,NA,NA,NA,NA,"Yesenia Jasso Arreola",NA,"Active"
"Mexico",NA,"Puebla","https://www.meetup.com/rladies-puebla/",NA,"puebla@rladies.org",NA,NA,NA,NA,NA,"https://github.com/rladies/meetup-presentations_puebla",NA,NA,"Averi Giudicessi, Naiki Olivas Gaspar",NA,"Active"
"Mexico",NA,"Queretaro","https://www.meetup.com/rladies-queretaro/","https://twitter.com/RLadies_Qro","qro@rladies.org",NA,NA,NA,"https://www.pscp.tv/RLadies_Qro/",NA,"https://github.com/RladiesQro",NA,"r-ladiesqro.slack.com","Driselda Patricia S<e1>nchez Aguirre, Ana Betty Villase<f1>or, Azalea Reyes Aguilar",NA,"Active"
"Mexico",NA,"San Cristobal de las Casas","https://www.meetup.com/rladies-san-cristobal-de-las-casas/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anahi Canedo",NA,"Active"
"Mexico",NA,"Tijuana","www.meetup.com/es/rladies-tijuana","https://twitter.com/RladiesT","tijuana@rladies.org",NA,"https://www.instagram.com/rladiestijuana/",NA,NA,NA,NA,NA,NA,"Karen Nohemi Morales Galindo",NA,"Prospective"
"Mexico",NA,"Villahermosa","https://www.meetup.com/rladies-villahermosa/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jessica Daniela Oca<f1>a Falc<f3>n",NA,"Active"
"Mexico",NA,"Xalapa","https://www.meetup.com/rladies-xalapa/","https://twitter.com/RLadiesXalapa","xalapa@rladies.org",NA,NA,NA,NA,NA,NA,NA,NA,"Marcela Dolores Guerra Osorno",NA,"Active"
"Montenegro",NA,"Herceg Novi","https://www.meetup.com/rladies-montenegro/","https://twitter.com/RLadiesMNE","montenegro@rladies.org",NA,NA,NA,NA,NA,"https://github.com/rladies/meetup-presentations_montenegro",NA,NA,"Ivana Kecojevic",NA,"Retired on 01-04-2020"
"Montenegro",NA,"Podgorica","https://www.meetup.com/rladies-podgorica/",NA,"podgorica@rladies.org",NA,NA,NA,NA,NA,NA,NA,NA,"Elma Dervic",NA,"Active"
"Morocco",NA,"Rabat","https://www.meetup.com/rladies-rabat/","https://twitter.com/RLadiesRabat","rabat@rladies.org",NA,NA,NA,NA,NA,NA,NA,NA,"Abir Alaoui",NA,"Active"
"Nepal",NA,"Kathmandu","https://www.meetup.com/rladies-kathmandu","https://twitter.com/RLadiesKtm","kathmandu@rladies.org",NA,NA,NA,NA,NA,NA,NA,NA,"Prakriti Dhungana, Anupama Bishwokarma",NA,"Active"
"Netherlands",NA,"Almere",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Victoria Lopez",NA,"Prospective"
"Netherlands",NA,"Amsterdam","https://www.meetup.com/rladies-amsterdam/","https://twitter.com/RLadiesAMS","amsterdam@rladies.org",NA,NA,NA,NA,NA,NA,NA,NA,"Tess Korthout, Janine Khuc, Iris de Vries",NA,"Active"
"Netherlands",NA,"Den Bosch","https://www.meetup.com/rladies-den-bosch/",NA,"denbosch@rladies.org",NA,NA,NA,NA,NA,NA,NA,NA,"Veerle van Son, Luana Gomes Sousa",NA,"Active"
"Netherlands",NA,"Groningen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Suzanne Dekker",NA,"Prospective"
"Netherlands",NA,"Heerenveen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Margo Pacula",NA,"Prospective"
"Netherlands",NA,"Leiden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vera Arntzen",NA,"Prospective"
"Netherlands",NA,"Nijmegen","https://www.meetup.com/rladies-nijmegen/","https://twitter.com/RladiesNijmegen","nijmegen@rladies.org",NA,NA,NA,NA,NA,NA,NA,NA,"Sara Iacozza, Eirini Zormpa",NA,"Active"
"Netherlands",NA,"Rotterdam","https://www.meetup.com/rladies-rotterdam/","https://twitter.com/RladiesRdam","rotterdam@rladies.org","https://www.facebook.com/RLadiesRott/",NA,NA,NA,NA,"https://github.com/rladies/meetup-presentations_rotterdam",NA,NA,"Paloma Rojas, Elena He, Yalda Mohammadian, Madalina Naghi",NA,"Active"
"Netherlands",NA,"Twente",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Karin Groothuis-Oudshoorn",NA,"Prospective"
"Netherlands",NA,"Utrecht","https://www.meetup.com/rladies-utrecht/",NA,"utrecht@rladies.org",NA,NA,NA,NA,NA,"https://github.com/rladies/meetup-presentations_utrecht",NA,NA,"Annelies Kers, Dewi Koning",NA,"Active"
"Netherlands",NA,"Wageningen","https://www.meetup.com/rladies-wageningen/","https://twitter.com/RLadiesWage","wageningen@rladies.org",NA,NA,NA,NA,NA,NA,NA,NA,"Veronika Laine",NA,"Retired on 04-04-2020"
"New Zealand",NA,"Auckland","https://www.meetup.com/rladies-auckland/","https://twitter.com/RLadiesAKL","auckland@rladies.org",NA,NA,NA,NA,NA,"https://github.com/rladies/meetup-presentations_auckland",NA,NA,"Kim Fitter, Anna Fergusson, Isabel Johnson",NA,"Active"
"New Zealand",NA,"Christchurch","https://www.meetup.com/rladies-christchurch/",NA,"chch@rladies.org",NA,NA,NA,NA,NA,NA,NA,NA,"Vica Papp",NA,"Active"
"New Zealand",NA,"Nelson","https://www.meetup.com/rladies-nelson/",NA,"nelson@rladies.org",NA,NA,NA,NA,NA,NA,NA,NA,"Dana Briscoe",NA,"Active"
"New Zealand",NA,"Wellington","https://www.meetup.com/rladies-wellington/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Silvina Pugliese, Ravi Shrividya",NA,"Active"
"Nigeria",NA,"Abuja","https://www.meetup.com/rladies-abuja/",NA,"abuja@rladies.org",NA,NA,NA,NA,NA,"https://github.com/rladies/meetup-presentations_abuja",NA,NA,"Bilikisu Wunmi Aderinto",NA,"Active"
"Nigeria",NA,"Ilorin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Waliyat Olaide Oloyede",NA,"Prospective"
"Nigeria",NA,"Lagos","https://www.meetup.com/rladies-lagos/",NA,"lagos@rladies.org",NA,NA,NA,NA,NA,NA,NA,NA,"Alimi Eyitayo",NA,"Active"
"Nigeria",NA,"Port Harcourt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fortune Awala",NA,"Prospective"
"Norway",NA,"Bergen","https://www.meetup.com/rladies-bergen",NA,"bergen@rladies.org",NA,NA,NA,NA,NA,"https://github.com/rladies/meetup-presentations_bergen",NA,NA,"Jonelle Dickow Villar, Julia Romanowska, Astrid Lunde, Ellisif Nygaard",NA,"Active"
"Norway",NA,"Trondheim","https://www.meetup.com/rladies-trondheim/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Emma Sofie Skarstein",NA,"Prospective"
"Norway",NA,"Oslo","https://www.meetup.com/rladies-oslo/","https://twitter.com/RLadies_Oslo","oslo@rladies.org",NA,NA,NA,NA,NA,"https://github.com/rladies/meetup-presentations_oslo",NA,NA,"Anne Claire Fouilloux, Athanasia Monika Mowinckel, Lene Norderhaug Drosdal, Aurora Voje, Isabelle Valette",NA,"Active"
"Oman",NA,"Masqat","https://www.meetup.com/rladies-masqat",NA,"masqat@rladies.org",NA,NA,NA,NA,NA,NA,NA,NA,"Noora Said",NA,"Active"
"Pakistan",NA,"Lahore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mareeha Kamran",NA,"Prospective"
"Paraguay",NA,"Asunci<f3>n","https://www.meetup.com/rladies-asuncion/","https://twitter.com/RLadiesAsuncion","asuncion@rladies.org",NA,NA,NA,NA,NA,NA,NA,NA,"Ivonne Aristizabal, Flavia Sacco",NA,"Active"
"Peru",NA,"Cusco","https://www.meetup.com/rladies-cusco/",NA,"cusco@rladies.org",NA,NA,NA,NA,NA,NA,NA,NA,"Karen Madeleine Marocho, Joice K. Chavez, Camila J. Vargas",NA,"Active"
"Peru",NA,"Lima","https://www.meetup.com/rladies-lima/","https://twitter.com/RLadiesLima","lima@rladies.org","https://www.facebook.com/RLadiesLima",NA,NA,NA,NA,"https://github.com/rladies/meetup-presentations_lima",NA,"r-ladieslima.slack.com","Ivonne Renter<ed>a, Vilma Romero, Evelyn Gutierrez, Yuriko Sosa, Sherly Tarazona, Luisa Quispe",NA,"Active"
"Philippines",NA,"Manila",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ma. Regina Justina E. Estuar",NA,"Prospective"
"Poland",NA,"Lodz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lidia Lipi_ska",NA,"Prospective"
"Poland",NA,"Warsaw","http://www.meetup.com/Spotkania-Entuzjastow-R-Warsaw-R-Users-Group-Meetup/",NA,"warsaw@rladies.org","https://www.facebook.com/RLadiesWarsaw/",NA,NA,NA,NA,"https://github.com/rladies/meetup-presentations_warsaw",NA,NA,"Olga Mierzwa-Sulima, Natalia Potocka, Alicja Gosiewska, Anna Kozak, Katarzyna Woznica",NA,"Active"
"Portugal",NA,"Lisbon","https://www.meetup.com/rladies-lisboa/","https://twitter.com/RLadiesLx","lisbon@rladies.org","https://www.facebook.com/RLadiesLisboa",NA,NA,NA,NA,"https://github.com/rladies/meetup-presentations_lisbon",NA,NA,"Andreia Carlos, Carolina Frias",NA,"Retired on 04-04-2020"
"Romania",NA,"Bucharest","https://www.meetup.com/rladies-bucharest/","https://twitter.com/rladiesbuchares","bucuresti@rladies.org","https://www.facebook.com/RLadiesBucharest",NA,NA,NA,NA,"https://github.com/rladies/meetup-presentations_bucharest","https://www.rladiesbucharest.org/","https://rladiesbucharest.slack.com","Ines Teaca, Simona Gradinaru, Ana-Maria Niculescu",NA,"Active"
"Russia",NA,"St. Petersburg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alina Bakhitova",NA,"Prospective"
"Saudi Arabia",NA,"Alkhobar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sarah Alduayj",NA,"Prospective"
"Saudi Arabia",NA,"Jeddah","https://www.meetup.com/rladies-jeddah/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Khadeejah	Alaslani",NA,"Active"
"Saudi Arabia",NA,"Riyadh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Faten Alamri",NA,"Prospective"
"Saudi Arabia","Eastern Province","Dammam","https://www.meetup.com/rladies-dammam/","https://twitter.com/RLadiesDammam","dammam@rladies.org",NA,NA,NA,NA,NA,"https://github.com/RLadies-Saudi",NA,NA,"Batool Almarzouq",NA,"Active"
"Serbia",NA,"Belgrade","https://www.meetup.com/rladies-belgrade/","https://twitter.com/RLadiesBelgrade","belgrade@rladies.org",NA,NA,NA,NA,NA,NA,NA,NA,"Nadica Miljkovic, Vesna Oro, Tatjana Kecojevic",NA,"Active"
"Serbia",NA,"Nis","https://www.meetup.com/rladies-nis/",NA,"nis@rladies.org",NA,NA,NA,NA,NA,NA,NA,NA,"Marija Veljkovic, Andjela Todorovic",NA,"Active"
"Serbia",NA,"Novi Sad","https://www.meetup.com/rladies-novi-sad/",NA,"novisad@rladies.org",NA,NA,NA,NA,NA,"https://github.com/rladies/meetup-presentations_novi-sad",NA,NA,"Katica Ristic, Tatjana Kecojevic, Olivera Grljevic,Maja Pokusevski, Ranka Medenica Todorovic, Milena Kresoja",NA,"Active"
"Slovenia",NA,"Ljubljana","https://www.meetup.com/rladies-ljubljana/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tanja <U+008E>lender, Ur<U+009A>a Miklavcic",NA,"Active"
"Somalia",NA,"Mogadishu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Munira Omar",NA,"Prospective"
"South Africa",NA,"Cape Town","https://www.meetup.com/rladies-cape-town/","https://twitter.com/RLadiesCapeTown","capetown@rladies.org",NA,NA,NA,NA,NA,"https://github.com/rladies/meetup-presentations_capetown",NA,NA,"Theoni Photopoulou",NA,"Active"
"South Africa",NA,"Durban",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitya Manjari Dasi, Deveshnie Mudaly",NA,"Prospective"
"South Africa",NA,"Johannesburg","https://www.meetup.com/rladies-johannesburg/","https://twitter.com/RLadiesJozi","jozi@rladies.org",NA,NA,NA,NA,NA,"https://github.com/rladies/meetup-presentations_jozi",NA,NA,"Vebashini Naidoo, Retha Langa",NA,"Active"
"Spain",NA,"Barcelona","http://www.meetup.com/rladies-barcelona/","https://twitter.com/RLadiesBCN","bcn@rladies.org",NA,NA,NA,"https://www.periscope.tv/RLadiesBCN",NA,"https://github.com/rladies/meetup-presentations_barcelona",NA,NA,"Ania Alay, Mireia Ramos, Natalia Vilor,Sarah Bonnin",NA,"Active"
"Spain",NA,"Bilbao","https://www.meetup.com/rladies-bilbao/","https://twitter.com/RLadiesBIO","bilbao@rladies.org",NA,NA,NA,NA,NA,NA,NA,NA,"Diana Marcela Perez Valencia, Lore Zumeta Olaskoaga, Maria Xose Rodriguez Alvarez, Amaia Abanda Elustondo, Leire Citores Martinez, Amaia Iparragirre, Ainhoa Ochoa",NA,"Active"
"Spain",NA,"Madrid","https://www.meetup.com/rladies-madrid/","https://twitter.com/RLadiesMAD","madrid@rladies.org",NA,NA,NA,NA,NA,"https://github.com/rladies/meetup-presentations_madrid",NA,NA,"Bea Hern<e1>ndez, In<e9>s Huertas, Leticia Mart<ed>n-Fuertes, Elen Irazabal",NA,"Active"
"Spain",NA,"Salamanca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ana Nieto Librero",NA,"Prospective"
"Spain",NA,"Sevilla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ana Magdalena Vargas Martinez, Eva F. Caceres",NA,"Prospective"
"Spain",NA,"Valencia","https://www.meetup.com/rladies-valencia/","https://twitter.com/RLadiesValencia","valencia@rladies.org",NA,NA,NA,NA,NA,NA,NA,NA,"Lidia Contreras",NA,"Retired on 29-09-2019"
"Sri Lanka",NA,"Colombo","https://www.meetup.com/rladies-colombo/",NA,"colombo@rladies.org",NA,NA,NA,NA,NA,"https://github.com/rladiescolombo","https://rladiescolombo.netlify.com/",NA,"Dilini Talagala, Thiyanga Talagala",NA,"Active"
"Sudan",NA,"Al-Khartum","https://www.meetup.com/rladies-al-khartum",NA,"al-khartum@rladies.org",NA,NA,NA,NA,NA,NA,NA,NA,"Sarah Abdelaziz, Rana Ahmed, Israa Abobaker",NA,"Active"
"Sweden",NA,"Goteborg","https://www.meetup.com/rladies-goteborg",NA,"goteborg@rladies.org",NA,NA,NA,NA,NA,NA,NA,NA,"Erica Metheney, Natalia Alvarado",NA,"Active"
"Sweden",NA,"Stockholm","https://www.meetup.com/rladies-stockholm/","https://twitter.com/RLadiesSthlm","stockholm@rladies.org",NA,NA,NA,NA,NA,"https://github.com/rladies/meetup-presentations_stockholm",NA,NA,"Elisabeth Dahlqwist, Nina Lindell, Maya Alsheh Ali, Aminata Ndiaye, Ana Turk, Nissa Ferm, Ashley Thompson",NA,"Active"
"Sweden",NA,"Uppsala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sarah Trochemowitz, Cecilia Natalie Strom",NA,"Prospective"
